date,split,seed,model,n_queries,n_pairs,ndcg10_mean,ndcg10_std,wall_s,pairs_per_s,k_candidates,max_seq_len,batch_size,fp16,torch,transformers,sentence_transformers,ir_datasets,arm
2022-08,train,42,jinaai/jina-reranker-v2-base-multilingual,1000,98492,0.17933786799538445,0.3181375590540619,245.27,401.6,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-09,train,1,bm25,1000,98785,0.21126895110828428,0.3224945133338556,0.0,67327643.9,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-09,train,2,bm25,1000,98047,0.21121131538361618,0.3176729594678774,0.0,65203571.3,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-09,train,42,bm25,1000,98915,0.2166906183366133,0.3237960674416166,0.0,48359899.8,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-09,train,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98785,0.25987346069648537,0.35297060726980867,190.35,519.0,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-09,train,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98047,0.26064692390813027,0.3451063307725523,189.46,517.5,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-09,train,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98915,0.2542413382923106,0.3431570347051722,192.24,514.5,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-09,train,1,jinaai/jina-reranker-v2-base-multilingual,1000,98785,0.2909608493684109,0.3673553304981735,244.81,403.5,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-09,train,2,jinaai/jina-reranker-v2-base-multilingual,1000,98047,0.2883897904944512,0.36220734160636686,242.77,403.9,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-09,train,42,jinaai/jina-reranker-v2-base-multilingual,1000,98915,0.29102189102161774,0.37637343889762825,249.61,396.3,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-10,train,1,bm25,1000,98444,0.29284445657119845,0.3447007324122407,0.0,64586901.8,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-10,train,2,bm25,1000,98501,0.29884880196480323,0.3472630282597538,0.0,73867895.3,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-10,train,42,bm25,1000,99476,0.28557199348399337,0.3433448769210048,0.0,57660666.8,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-10,train,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98444,0.3431560300142927,0.36741670969026563,186.15,528.8,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-10,train,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98501,0.36465418373219266,0.37990331535321514,187.99,524.0,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-10,train,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,99476,0.35661746665120503,0.37819000072059605,188.71,527.1,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-10,train,1,jinaai/jina-reranker-v2-base-multilingual,1000,98444,0.3881312952956525,0.3803966913820438,239.83,410.5,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-10,train,2,jinaai/jina-reranker-v2-base-multilingual,1000,98501,0.40481333285210097,0.38402758381921676,240.39,409.8,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-10,train,42,jinaai/jina-reranker-v2-base-multilingual,1000,99476,0.38909109914327233,0.3872722768906305,241.98,411.1,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-11,train,1,bm25,1000,98704,0.2899286026843837,0.3464727965565385,0.0,71120869.6,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-11,train,2,bm25,1000,99481,0.2806595685132058,0.3366879186907554,0.0,66505189.1,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-11,train,42,bm25,1000,98683,0.2952343990373251,0.3518387885530372,0.0,48983017.9,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-11,train,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98704,0.3525586246221785,0.3783608125130626,185.69,531.5,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-11,train,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,99481,0.34451531168914373,0.38137204163356847,187.93,529.4,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-11,train,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98683,0.3599942784548891,0.3799207186798303,186.43,529.3,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
